title_csv,artist_csv,spotify_song_id,title_db,artist_db,summary,similarity_score,section_snapshot
Lion And The Lamb,Bethel Music,4eLKR4wt81H4aso4KyAkO1,Lion and the Lamb,Bethel Music,worship_songs.csv differs in bridge (similarity 0.38) for this likely matching song.,0.38,db_bridge=2m 1/3 4 5 2m 1/3 4 5 2m 1/3 4 5 2m 1/3 4 5 | csv_bridge=2m 1 4 5 2m 1 4 5
Living Hope,Bethel Music,,Living Hope,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 | csv_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1
Living Hope,Bethel Music,,Living Hope,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 | csv_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1
Living Hope,Bethel Music,,Living Hope,Bethel Music,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=1 | csv_intro=5
Living Hope,Bethel Music,,Living Hope,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 1 | csv_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1
Mention Of Your Name,Bethel Music,,Mention Of Your Name,Bethel Music,worship_songs.csv differs in chorus (similarity 0.32) for this likely matching song.,0.32,db_chorus=4 5 1 6m 4 5 1 6m 5 4 5 1 6m 4 5 1 4 5 1 6m 4 5 1 6m 5 4 5 1 6m 4 5 1 4 5 1 6m 5 4 5 1 6m 5 4 5 1 6m 5 4 5 1 | csv_chorus=4 5 1 6m 4 5 1 6m 5 4 5 1 6m 4 5 1
No Longer Slaves,Bethel Music,,No Longer Slaves,Bethel Music,worship_songs.csv differs in chorus (similarity 0.47) for this likely matching song.,0.47,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | csv_chorus=1 2 5 3m 2 5 1 2 5 3m 2 5 1 2 5 3m 2 5 1 2 5 3m 2 3m 1 2 5 3m 2 5
No Longer Slaves,Bethel Music,,No Longer Slaves,Bethel Music,worship_songs.csv differs in chorus (similarity 0.40) for this likely matching song.,0.40,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | csv_chorus=4 5 1 6m 5 1 6m 5 1 6m 5 1
No Longer Slaves,Bethel Music,,No Longer Slaves,Bethel Music,worship_songs.csv differs in chorus (similarity 0.40) for this likely matching song.,0.40,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | csv_chorus=4 5 1 6m 5 1 4 5 1 6m 5 1
No Longer Slaves,Bethel Music,,No Longer Slaves,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | csv_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 6m 5 6m 6m 5 1 4 6m 1 6m 5 1 6m 1 4 6m 5 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 6m 4 5 1 4 5 1 4 5 1 4 5 1 4 5 1 6m 5 1 4 5 1 6m 5 1
No Longer Slaves,Bethel Music,,No Longer Slaves,Bethel Music,worship_songs.csv differs in chorus (similarity 0.40) for this likely matching song.,0.40,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | csv_chorus=4 5 1 6m 5 1 6m 5 1 6m 5 1
No Longer Slaves,Bethel Music,,No Longer Slaves,Bethel Music,worship_songs.csv differs in chorus (similarity 0.43) for this likely matching song.,0.43,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | csv_chorus=1 2 5 3m 2 5 1 2 5 3m 2 3m 1 2 5 3m 2 5 1 2 5 3m 2 3m 1 2 5 3m 2 5
PEACE,Bethel Music,2Gpk1rtu5wVUCMQH86kErs,Peace,Bethel Music,worship_songs.csv differs in chorus (similarity 0.09) for this likely matching song.,0.09,db_chorus=4 5 6m 5/7 4 5 6m 5/7 1 4 5 6m 5 4 2m 4 2m 4 | csv_chorus=1 5 3m 2 1 5 3m 2 1 5 3m 2 1 2 3m 1 2 5 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 2 3m 1 2 5 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 2 3m 1 2 5
Raise A Hallelujah,Bethel Music,5xW6Gs4ZKePJOZguvG6RV8,Raise a Hallelujah,Bethel Music,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=1 4 6m 5 1 4 6m 5 | csv_bridge=1 4 6m 5
Raise A Hallelujah,Bethel Music,5xW6Gs4ZKePJOZguvG6RV8,Raise a Hallelujah,Bethel Music,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=1 4 6m 5 1 4 6m 5 | csv_bridge=1 4 6m 5
Raise A Hallelujah,Bethel Music,5xW6Gs4ZKePJOZguvG6RV8,Raise a Hallelujah,Bethel Music,worship_songs.csv differs in bridge (similarity 0.12) for this likely matching song.,0.12,db_bridge=1 4 6m 5 1 4 6m 5 | csv_bridge=b7 b3 5m 4
Raise A Hallelujah,Bethel Music,5xW6Gs4ZKePJOZguvG6RV8,Raise a Hallelujah,Bethel Music,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=1 4 6m 5 1 4 6m 5 | csv_bridge=1 4 6m 5
Reckless Love,Bethel Music,,Reckless Love,Bethel Music,worship_songs.csv differs in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_chorus=#4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6 #4m 3 2 6
Reckless Love,Bethel Music,,Reckless Love,Bethel Music,worship_songs.csv differs in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_chorus=6m 5 4 1 5 6m 5 4 1 6m 5 4 1 5 6m 5 4 1
Reckless Love,Bethel Music,,Reckless Love,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1
Reckless Love,Bethel Music,,Reckless Love,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1
Reckless Love,Bethel Music,,Reckless Love,Bethel Music,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1
Surrounded Fight My Battles,Bethel Music,,Surrounded Fight My Battles,Bethel Music,worship_songs.csv differs in bridge (similarity 0.13) for this likely matching song.,0.13,db_bridge=1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m | csv_bridge=1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m
The Goodness Of God,Bethel Music,,The Goodness Of God,Bethel Music,worship_songs.csv differs in chorus (similarity 0.24) for this likely matching song.,0.24,db_chorus=1 4 1 5 4 1 5 6m 4 5 1 1 4 1 5 4 1 5 6m 4 5 1 1 1 4 1 5 4 1 5 6m 4 5 1 1 4 1 5 4 1 5 6m 4 5 6m 4 5 1 4 | csv_chorus=4 1 4 1 5 4 1 5 6m 4 5 1
The Goodness Of God,Bethel Music,,The Goodness Of God,Bethel Music,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=4 5 1 1 4 5 1 1 4 5 6m 1 4 5 1 4 4 5 1 1 4 5 1 1 4 5 6m 1 4 5 1 4 | csv_bridge=4 5 1 1 4 5 1 1 4 5 6m 1 4 5 1 4
The Goodness Of God,Bethel Music,,The Goodness Of God,Bethel Music,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=1 4 1 5 4 1 5 6m 4 5 1 1 4 1 5 4 1 5 6m 4 5 1 1 1 4 1 5 4 1 5 6m 4 5 1 1 4 1 5 4 1 5 6m 4 5 6m 4 5 1 4 | csv_chorus=1 4 1 5 4 1 5 6m 4 5 1
The Goodness Of God,Bethel Music,,The Goodness Of God,Bethel Music,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=4 5 1 1 4 5 1 1 4 5 6m 1 4 5 1 4 4 5 1 1 4 5 1 1 4 5 6m 1 4 5 1 4 | csv_bridge=4 4 5 1 4 4 5 1 1 4 5 6m 1 4 5 1
The Goodness Of God,Bethel Music,,The Goodness Of God,Bethel Music,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=1 4 1 5 4 1 5 6m 4 5 1 1 4 1 5 4 1 5 6m 4 5 1 1 1 4 1 5 4 1 5 6m 4 5 1 1 4 1 5 4 1 5 6m 4 5 6m 4 5 1 4 | csv_chorus=1 4 1 5 4 1 5 6m 4 5 1
This Is What You Do,Bethel Music,,This Is What You Do,Bethel Music Kids,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 4 b3 | csv_chorus=1 5 2 2
What A Beautiful Name,Bethel Music,4VB43SPyiTaV9FfXH6522J,What a Beautiful Name,Bethel Music,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 5 6m 5 4 1/3 5 6m 5 4 | csv_chorus=1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 6m 5 4
Worthy Is The Lamb,Bethel Music,6OsUYuLnIfH6ZWGVw7hMw8,Worthy Is the Lamb,Bethel Music,worship_songs.csv differs in chorus (similarity 0.41) for this likely matching song.,0.41,db_chorus=5 4 1/3 4 1/3 4 5 6m 2m | csv_chorus=5 4 1 4 1 4 5 6m 2m 4 1 4 1 5 4 6m 2m
You Are Good,Bethel Music,,You Are Good,Bethel Music Kids,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 4 | csv_chorus=1 4 1 5 1 3m 4 5
You Came Lazarus,Bethel Music,,You Came Lazarus,Bethel Music,worship_songs.csv differs in chorus (similarity 0.23) for this likely matching song.,0.23,db_chorus=1 4 1 4 1 5 1 4 1 4 1 1 4 1 4 1 5 1 4 1 4 1 1 4 1 4 1 5 1 4 1 4 1 1 4 1 4 1 5 1 4 1 4 1 1 4 1 | csv_chorus=1 4 1 4 1 5 1 4 1 4 1
You Make Me Brave,Bethel Music,,You Make Me Brave,Bethel Music Kids,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=5 2 6m 5 1 2 5 2 6m 5 1 2 | csv_chorus=5 2 6m 5 1 2 5 2 6m 5 1 2 5 2 6m 5 1 2 5 2 6m 5 1 2
Draw Near,Bethel Live,5WaItWNLLLJ2P2AZyrsg9v,Draw Near,Bethel Music,worship_songs.csv differs in chorus (similarity 0.27) for this likely matching song.,0.27,db_chorus=4 6m 1 4 1 4 6m 1 4 1 | csv_chorus=1 3m 5 1 5 2 3m 5 1 2 2 3m 5 1 2
Saviour Of The World,Ben Cantelon,,Saviour Of The World,Ben Cantelon,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=2m 1 5 2m 1 5 | csv_bridge=2m 1 5 2m 1 5 2m 1 5 2m 1 5
"Hallelujah, To Saving Grace",Bellarive,,Hallelujah To Saving Grace,Bellarive,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=1 1 5 | csv_intro=1 4 1 4 5 1
I Will Lift My Eyes,Bebo Norman,0ez5z16E2mTpqlwr9kxxoD,I WIll Lift My Eyes,Bebo Norman,worship_songs.csv differs in intro (similarity 0.27) for this likely matching song.,0.27,db_intro=1 6m b6 5 | csv_intro=6m 4 1 5 5 6m 4 1 5 4 4
The Hammer Holds,Bebo Norman,,The Hammer Holds,Bebo Norman,worship_songs.csv differs in intro (similarity 0.11) for this likely matching song.,0.11,db_intro=2 1 #4 b6 #4 b6 b6 b6 2 1 #4 b6 #4 2 b6 b6 | csv_intro=b2 b6 4 5 4 5 5 5 b2 b6 4 5 4 b2 4 5 5 5
Grace That Is Greater,Bart Millard,7cW1IGxINOv8u6Fx694tKr,Grace That Is Greater,Bart Millard,worship_songs.csv differs in chorus (similarity 0.23) for this likely matching song.,0.23,db_chorus=4 1 5 4 1 4 1 5 4 5 1 | csv_chorus=1 4 1 5 1 1 4 1 2m 1 5 1 1 4 1 5 1 1 4 1 2m 1 5 1 1 4 1 5 1 1 4 1 2m 1 5 1 5 6m 2m 1 5 1 4 1 4 5 1
Never Alone,BarlowGirl,6kKIcMRhwxJ1XTnfapaqhL,Never Alone,BarlowGirl,worship_songs.csv differs in chorus (similarity 0.13) for this likely matching song.,0.13,db_chorus=3m 1 5 6 1 5 6 7 3m 1 5 6 1 6 7 | csv_chorus=6m 4 2m 1 3 6m 4 2m 1 3 6m 4 6m 4
Im Leaning On You,Crowder feat. Riley Clemmons,7IQuUeH52o9XZR4UvsGMuU,I'm Leaning On You,Crowder,worship_songs.csv differs in chorus (similarity 0.20) for this likely matching song.,0.20,db_chorus=1 3m 5 7 1 3m 5 1 3m 5 7 1 3m 5 | csv_chorus=1 3m 5 7 1 3m 5 5 1 3m 5 7m 1 3m 5 5 1 3m 5 b3 1 3m 5 5 1 3m 5 b3 1 3m 5 5 1 3m 5 5 1 3m 5 2 1 3m 5 b3 1 3m 5 5 1 3m 5 b3 1 3m 5 5 1 3m 5 b3m 1 3m 5 5
Aint No Grave,Crowder,0dfE67uML1N800289j0k4G,Ain't No Grave,Crowder,worship_songs.csv differs in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=5 1 5 1 5/7 1 5/7 3m 1 5 5 | csv_chorus=4 1 4 1 4 1 4 1 6m 4 1 1 4 1 4 1 4 1 4 1 6m 4 1 1 4 1 4 1 4 1 4 1 6m 4 1 1
All My Hope,Crowder,,All My Hope,Crowder,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=1 2m 1 4 1 6m 5 5 1 2m 1 4 2 1 4 1 4 1 2m 1 4 b7 4 1 5 6m 5 5 1 2m 1 4 2 1 4 1 4 1 2m 1 4 1 5 6m 5 5 1 2m 1 4 2 1 4 1 4 1 2m 1 4 b7 4 1 5 6m 5 5 1 2m 1 4 2 1 4 1 | csv_chorus=1 2m 1 4 1 6m 5 5 1 2m 1 4 #4 1 4 1 4
All My Hope,Crowder,,All My Hope,Crowder,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=1 2m 1 4 1 6m 5 5 1 2m 1 4 2 1 4 1 4 1 2m 1 4 b7 4 1 5 6m 5 5 1 2m 1 4 2 1 4 1 4 1 2m 1 4 1 5 6m 5 5 1 2m 1 4 2 1 4 1 4 1 2m 1 4 b7 4 1 5 6m 5 5 1 2m 1 4 2 1 4 1 | csv_chorus=1 2m 1 4 1 6m 5 5 1 2m 1 4 #4 1 4 1 4
Everything Glorious,Crowder,3wxKYVarXfM18xlmy94guN,Everything Glorious,David Crowder Band,worship_songs.csv differs in chorus (similarity 0.42) for this likely matching song.,0.42,db_chorus=1 5 4 1 5 4 1 5 4 1 | csv_chorus=1 5 4 1 5 4 1 5 4 1 4 1 1 5 4 1 5 4 1 5 4 1 4 1
Forgiven,Crowder,,Forgiven,Crowder,worship_songs.csv differs in chorus (similarity 0.37) for this likely matching song.,0.37,db_chorus=1 5 6m 1 4 6m 5 6m 1 5 6m 4 1 5 6m 4 6m 5 6m | csv_chorus=6m 4 1 b6 1 b6 6m 1 4 6m b6 6m 4 1 6m 4 1 6m 5 4 1 b6 1 5 6m 1 4 6m b6 6m 4 1 1 5 6m 4 1 5 6m 1 4 6m b6 6m 4 1 6m 4 1
Keep Me,Crowder,2beH6vPbRYzlG0vtQq5KiZ,Keep Me,Crowder,worship_songs.csv differs in chorus (similarity 0.26) for this likely matching song.,0.26,db_chorus=6m 5 6m 5 6m | csv_chorus=6m 6m 6m 6m 6m 5 6m 6m 6m 6m 6m 6m 6m 6m 6m 5 6m 5 6m
Promised Land Glory Hallelujah,Crowder,74bkr4l1Dex4FKvZHDA9Xd,"Promised Land (Glory, Hallelujah)",Crowder,worship_songs.csv differs in chorus (similarity 0.19) for this likely matching song.,0.19,db_chorus=4 6m 1 3m 4 6m 1 3m 3 6m 2m 6m 2m | csv_chorus=4 6m 1 3m 4 6m 1 3m 3 6m 2m 6m 2m 4 6m 1 3m 4 6m 1 3m 3 4 6m 1 3m 4 6m 1 3m 3 4 6m 1 3m 4 6m 1 3m 3 4 4 6m 6m 1 1 3m 3m 4 4 6m 6m 1 1 3m 3m 4 4 6m 6m 1 3m 4 6m 1 3m 4 6m 1 3m
Red Letters,Crowder,0ezeXzG4Qi5GJGu9E3W4VY,Red Letters,Crowder,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=6m 5/7 1 4 6m 5/7 1 4 | csv_intro=1m b7 b3 b6 1m b7 b3 b6 1m b6 b3 b7 b6 1m b6 b3 b7 b6 1m b6 b3 b7 b6 1m b6 b3 b7 b6
Shouting Grounds,Crowder,3s9pOcV5EI3lwwbXHZ5Btq,Shouting Grounds,Crowder,worship_songs.csv differs in bridge (similarity 0.08) for this likely matching song.,0.08,db_bridge=2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 6m 2m 6m 2m 6m 3 | csv_bridge=6m 2 2m 3 6m 6m 2 2m 3 6m
Endless Alleluia,Cory Asbury,,Endless Alleluia,Cory Asbury,worship_songs.csv differs in bridge (similarity 0.22) for this likely matching song.,0.22,db_bridge=b3 4 5m b7 b3 4 5m 4 b7 | csv_bridge=4 5 6m 1 4 5 6m 5 1
Reckless Love,Cory Asbury,,Reckless Love,Cory Asbury,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_bridge=6m 5 4 1 6m 5 4 1
Reckless Love,Cory Asbury,,Reckless Love,Cory Asbury,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | csv_chorus=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1
All That Matters,Colton Dixon,7nWkaeqhGAtJChP7MGYfJb,All That Matters,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.08) for this likely matching song.,0.08,db_chorus=1 5 1 5 1 6m 1 6m | csv_chorus=1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1
All That Matters,Colton Dixon,7nWkaeqhGAtJChP7MGYfJb,All That Matters,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.17) for this likely matching song.,0.17,db_chorus=1 5 1 5 1 6m 1 6m | csv_chorus=1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1 1 2 5 1
Let Them See You,Colton Dixon,7jeAbAj6qdfqBWFjlOpOem,Let Them See You,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.20) for this likely matching song.,0.20,db_chorus=4 1 6m 5 4 1 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 | csv_chorus=4 5m 4 b7 4 5m 2m b7 b7m 4 4 5m 4 b7 4 5m 2m b7 b7m 4 4 5m 4 b7 4 5m 2m b7 b7m 4
Limitless,Colton Dixon,2xvQEyZdMOAUTPXPpBJ7Qh,Limitless,Colton Dixon,worship_songs.csv differs in bridge (similarity 0.33) for this likely matching song.,0.33,db_bridge=6m 4 5 1 5 | csv_bridge=6m 4 5 1 5 6m 4 5 1 5 6m 4 5 1 5
Limitless,Colton Dixon,2xvQEyZdMOAUTPXPpBJ7Qh,Limitless,Colton Dixon,worship_songs.csv differs in bridge (similarity 0.33) for this likely matching song.,0.33,db_bridge=6m 4 5 1 5 | csv_bridge=6m 4 5 1 5 6m 4 5 1 5 6m 4 5 1 5
More Of You,Colton Dixon,1RMVgmV8a5WohvIkPSnGtL,More Of You,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.14) for this likely matching song.,0.14,db_chorus=4 1 6m 5 4 1 5 4 1 6m 5 4 1 5 4 1 5 6m 4 1 5 | csv_chorus=1 5 3m 2 1 5 2 1 5 3m 2 1 5 2 1 5 2 3m 1 5 2 1 5 3m 2 1 5 2 1 5 3m 2 1 5 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 5 3m 2 1 5 2 1 5 3m 2 1 5 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2
Never Gone,Colton Dixon,,Never Gone,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 | csv_chorus=1 5 6m 4 1 5 6m 4
No Greater Love,Colton Dixon,3vS8Sz8Bi1AAQE2mnImGSG,No Greater Love,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.31) for this likely matching song.,0.31,db_chorus=6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 | csv_chorus=6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m
The Other Side,Colton Dixon,4paUjJnRme9F6f1fUejKG6,The Other Side,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.20) for this likely matching song.,0.20,db_chorus=1 2m 6m 5 1 2m 6m 5 2m 1/3 4 2m 1/3 4 | csv_chorus=5 6m 4 5 6m 4 1 2m 6m 5 1 2m 6m 5 2m 1 4 2m 1 4 5 6m 4 5 6m 4 5 1 2m 6m 5 1 2m 6m 5 2m 1 4 5 1 2m 6m 5 1 2m 6m 5 2m 1 4 2m 1 4 2m 1 4 2m 1 4
You Are,Colton Dixon,58nybimO4jlwl3M59S18Oe,You Are,Colton Dixon,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 6m 5 4 6m 5 4 6m 5 4 6m 5 | csv_chorus=4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5
Run to the Father,Cody Carnes,,Run to the Father,Cody Carnes,worship_songs.csv differs in chorus (similarity 0.28) for this likely matching song.,0.28,db_chorus=5 2m 3m 1 5 2m 3m 1 5 5 2m 3m 1 5 2m 3m 1 5 | csv_chorus=1 2m 6m 4 1 2m 6m 4 1
My God Reigns,City Harvest Church,,My God Reigns,City Harvest Church,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=1 2 1 2 | csv_intro=1 5 2 3m
Amazing Grace,Citizens & Saints,2mOnkNhyt2QV9IhkajRCu3,Amazing Grace,Citizens,worship_songs.csv differs in bridge (similarity 0.27) for this likely matching song.,0.27,db_bridge=3m 7m 3m 7m 1 3m 7m 1 2 3m 1 | csv_bridge=6m 3m 6m 3m 4 6m 3m 4 5 6m 4
In Tenderness,Citizens & Saints,30bCufjVlIp2ASQcyQG5fK,In Tenderness,Citizens,worship_songs.csv differs in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 5 4 | csv_chorus=1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2 1
Made Alive,Citizens & Saints,7zb6qjGi5l9cgUjYaoYI3Y,Made Alive,Citizens,worship_songs.csv differs in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=4 6m 5 4 6m 5 4 6m 5 4 6m 5 | csv_bridge=1 3m 2 1 3m 2
