file_name,title,author,spotify_song_id,artist_name_db,track_name_db,summary,similarity_score,section_snapshot,opensong_source_path
living hope i104200,Living Hope,"Phil Wickham, Brian Johnson",6nVm313QmsPlNllntTart1,Phil Wickham,Living Hope,OpenSong comparison found a low similarity in verse (similarity 0.29) for this likely matching song.,0.29,db_verse=1 5 4 6m 5 1 5 4 5 1 4 1 6m 5 1 5 4 5 1 | opensong_verse=1 5 4 6m 5 1 5 4 5 1 4 1 6m 5 1 5 4 5 1 4 1 5 2 4 6m 5 1 5 4 5 1 4 1 2m 6m 5 1 5 4 5 1 1 5 4 6m 5 1 5 4 5 1 1 5 4 6m 5 1 5 4 5 6m 1 4 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\living hope i104200
look to the son i47181,Look To The Son,Hillsong Worship,,Hillsong Worship,Look To The Son,OpenSong comparison found a low similarity in chorus (similarity 0.14) for this likely matching song.,0.14,db_chorus=1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 | opensong_chorus=4 1 5 4 1 5 4 1 5 4 1 5 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\look to the son i47181
look upon the lord i46737,Look Upon The Lord,Kari Jobe,,Kari Jobe,Look Upon The Lord,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 5 6m b6 5 2m 6m 5 2m 6m b6 5 2m 6m 5 2m 6m b6 5 | opensong_chorus=b3 b7 1m 7 b7 4m 1m b7 4m 1m 7 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\look upon the lord i46737
lord i need you i6150,Lord I Need You,Matt Maher,4EHWldZTas5KUyFtT0rQlY,Matt Maher,"Lord, I Need You",OpenSong comparison found a low similarity in verse (similarity 0.48) for this likely matching song.,0.48,db_verse=1 2m 1/3 4 1 5 4 1 5 6m 5 4 5 | opensong_verse=1 4 1 6m 5 4 1 4 1 1 5 4 1 4 1 6m 5 4 1 4 1 2m b6 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i need you i6150
lord you have my heart i48,Lord You Have My Heart,"Martin Smith, Delirious?",,Delirious,Lord You Have My Heart,OpenSong comparison found a low similarity in chorus (similarity 0.48) for this likely matching song.,0.48,db_chorus=1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 5 5 4 1 b6 1 | opensong_chorus=1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 5 b7 4 1 b6 5 1 1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 b7 5 4 1 b6 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord you have my heart i48
love goes on i47345,Love Goes On,Hillsong Young & Free,,Hillsong Young & Free,Love Goes On,OpenSong comparison found a low similarity in chorus (similarity 0.35) for this likely matching song.,0.35,db_chorus=1 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2 1 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2 | opensong_chorus=1 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love goes on i47345
love has a name i47666,Love Has a Name,Jesus Culture,,Jesus Culture,Love has a Name,OpenSong comparison found a low similarity in chorus (similarity 0.01) for this likely matching song.,0.01,db_chorus=5 6m | opensong_chorus=1 5 2 3m 1 5 2 3m 1 6 5 2 6 3m 1 6 5 2 6 1 5 2 3m 1 5 2 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 3m 6 1 5 2 3m 1 5 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 3m 6 1 5 2 3m 1 5 2 1 5 2 3m 1 5 1 5 2 3m 1 5 1 6 5 2 6 3m 1 6 5 2 3m 6 1 6 5 2 6 3m 1 6 5 2 3m 6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love has a name i47666
love is war i47684,Love is War,Hillsong United,,Hillsong United,Love Is War,OpenSong comparison found a low similarity in chorus (similarity 0.27) for this likely matching song.,0.27,db_chorus=2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 1 2m b7 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 | opensong_chorus=b7 4 1 b2 b7 4 1 b7 4 1 b7 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love is war i47684
love so great i47179,Love So Great,Hillsong Worship,,Hillsong Worship,Love So Great,OpenSong comparison found a low similarity in chorus (similarity 0.16) for this likely matching song.,0.16,db_chorus=5 2 3m 1 5 2 3m 2 5 2 3m 1 5 2 3m 2 3m 5 3m 5 5 2 3m 1 5 2 3m 2 5 2 3m 1 5 2 3m 2 2 | opensong_chorus=2 3m 1 2 3m 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love so great i47179
love you with the truth i45715,Love You With The Truth,Casting Crowns,4i87I5yL4r267aPIZBYnZk,Casting Crowns,Love You With the Truth,OpenSong full progression differs strongly from current canonical progression (similarity 0.02).,0.02,db_reference=6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 2m 6m 5 6m 5 2m 6m 1 5 6m 4 2m 6m 5 6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 2m 6m 5 6m 5 2m 6m 1 5 6m 4 2m 6m 5 6m 4 5 3m 6m 4 5 3m 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 6m 5 2m 6m 1 5 6m 4 2m 6m 5 6m 4 5 3m 6m 4 5 3m 6m 4 5 3m 6m 4 | opensong_full=1m b6 b7 5m 1 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 4m 1m b7 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m b2 4m 1m b7 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 1m b7 4m 1m b3 b7 1m b6 1m b7 4m 1m b3 b7 1m b6 1m b7 4m 1m b3 b7 1m b6 4m 1m b3 b7 4m 1m b3 b7 1 4m 1m b3 b7 4m 1m b3 b7 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love you with the truth i45715
loved i47136,Loved,Kutless,,Kutless,Loved,OpenSong full progression differs strongly from current canonical progression (similarity 0.00).,0.00,db_reference=5 1 4 5 1 4 6m 5 1 4 6m 5 4 6m 1 4 6m 1 4 5 1 4 5 1 4 6m 5 1 4 6m 5 4 5 1 4 5 1 4 6m 5 1 4 6m 5 4 5 1 4 5 1 4 6m 5 1 4 6m 5 4 6m 5 4 | opensong_full=b3 b6 b3 b6 b3 b6 b3 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b3 b6 b3 b6 b3 b6 b3 b6 b3 b6 b3 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 4m b6 b3 4m b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b7 b6 b3 b6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\loved i47136
made me glad i1858,Made me Glad,Hillsong,,Hillsong,Made Me Glad,OpenSong full progression differs strongly from current canonical progression (similarity 0.34).,0.34,db_reference=1 2m 4 5 1 1 4 5 4 1 | opensong_full=4 1 4 1 4 1 4 1 1 4 1 4 1 4 2m 4 5 4 2m 4 5 1 2m 4 5 1 4 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\made me glad i1858
majesty i93,Majesty,"Delerious?, Martin Smith, Stuart Garrard",,Michael W. Smith,Majesty,OpenSong full progression differs strongly from current canonical progression (similarity 0.31).,0.31,db_reference=1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 | opensong_full=6m 4 1 4 1 5 6m 4 1 4 6 1 5 6m 4 1 4 1 5 6m 4 1 4 1 5 6m 5 1 6m 5 1 2 4 1 5 6m 4 1 5 b7 6m 4 1 5 6m 4 1 5 6m 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\majesty i93
man of sorrows i2335,Man of Sorrows,"Hillsong, Hillsong United",,Hillsong Worship,Man Of Sorrows,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 4 1 5 6m 4 5 4 1 5 6m 4 5 1 | opensong_chorus=#4m 2 6 3 #4m 2 3 2 6 3 #4m 2 3 6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\man of sorrows i2335
mention of your name i47643,Mention of Your Name,Brian Johnson & Jenn Johnson,,Brian & Jenn Johnson,Mention Of Your Name,OpenSong full progression differs strongly from current canonical progression (similarity 0.17).,0.17,db_reference=4 5 1 4 5 1 4 5 1 4 5 1 | opensong_full=1 5 2m 1 5 2m 5 1 6m 5 1 6m 5 5 1 6m 5 5 1 1 5 2m 1 5 2m 5 1 6m 5 1 6m 5 1 6m 5 5 1 6m 5 5 1 6m 5 5 1 3 3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\mention of your name i47643
miracles i46649,Miracles,Jesus Culture,,Jesus Culture,Miracles,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 4 1 5 6m 4 1 5 | opensong_chorus=b6 b3 b7 b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\miracles i46649
more i42314,More,"Matthew West, Jason Houser, Kenny Greenberg",0SxI7OB0CXJhxhSVxfUKyI,Matthew West,More,OpenSong full progression differs strongly from current canonical progression (similarity 0.27).,0.27,db_reference=1 3m 5 1 3m 5 1 3m 5 4 3m 1 3m 5 1 3m 5 4 b3 4 b3 4 b3 4 1 5 1 3m 1 5 1 3m 2 1 3m 5 1 3m 5 1 3m 5 1 3m 5 4 b3 4 b3 4 b3 4 1 6m 5 1 5 6m 5 b3 4 6 2 #4m 2 6 2 #4m 3 2 #4m 6 2 #4m 6 2 #4m 6 | opensong_full=1 6m 4 1 6m 5 1 6m 4 1 6m 5 1m b7 b7 1m b7 #4 b6 6m 1 6m 1 6m 1 6m 1 4 6m 1 4 6m 1 4 6m 1 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\more i42314
my chains are gone i1844,My Chains are gone,"Chris Tomlin, Carrell, James P. (1787-1854), Clayton, David L., Newton, John (1725-1807), John Newton, Chris Tomlin, John Newton",,Chris Tomlin,My Chains Are Gone,OpenSong comparison found a low similarity in chorus (similarity 0.07) for this likely matching song.,0.07,db_chorus=b7 b7 1 #4 4 b7 b7 1 #4 4 b7 b7 1 #4 4 b7 b7 1 #4 4 4 4 b7 4 4 4 b7 b2 1 4 4 4 4 b7 2m 5m 1 4 b7 4 b7 4 4 b7 4 4 4 b7 b2 1 4 4 4 4 b7 2m 5m 1 4 b7 4 b7 4 b7 4 4 1 4 4 b7 4 4 4 1 b7 4 4 1 b7 4 4 1 b7 4 | opensong_chorus=4 1 4 1 5 4 6m 6 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my chains are gone i1844
my dear i48634,My Dear,Bethel Music,4eH9bjix3B4QnYmCtEx9fN,Bethel Music,My Dear,OpenSong full progression differs strongly from current canonical progression (similarity 0.00).,0.00,db_reference=6m 4 1 5 6m 5/7 1 1/3 4 6m 5/7 1 1/3 5 6m 5/7 1 1/3 4 6m 5/7 1 1/3 5 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5 1 5 3 | opensong_full=1m b7 b3 b6 1m b7 b3 b7 4m 4m 1m b7 b3 b6 1m b7 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b3 b7 b3 b7 b3 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my dear i48634
my soul longs for you i45887,My Soul Longs For You,Misty Edwards,,Misty Edwards,My Soul Longs For You,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=5 6m 5 1 5 6m 1 6m 1 | opensong_chorus=b7 b7 b3 b7 b3 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my soul longs for you i45887
my soul sings i46987,My soul sings,Delirious?,,Delirious,My Soul Sings,OpenSong comparison found a low similarity in chorus (similarity 0.42) for this likely matching song.,0.42,db_chorus=1 5 6m 4 1 5 6m 4 | opensong_chorus=2m 5 6m 1 6 2m 5 3 6m 5 1 1 5 6m 4 1 5 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my soul sings i46987
never forsaken i46359,Never Forsaken,Hillsong Worship,,Hillsong Worship,Never Forsaken,OpenSong full progression differs strongly from current canonical progression (similarity 0.27).,0.27,db_reference=4 6m 5 4 6m 5 2m 6m 5 4 6m 5 | opensong_full=1 2m 6m 4 1 2m 6m 4 1 2m 6m 5 4 6m 5 4 6m 5 2m 6m 5 4 6m 5 6m 4 6m 5 4 6m 5 5 2m 1 4 6m 5 6m 2m 1 4 6m 5 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\never forsaken i46359
no longer slaves i5928,No Longer Slaves,Bethel Music,,Bethel Music,No Longer Slaves,OpenSong comparison found a low similarity in chorus (similarity 0.43) for this likely matching song.,0.43,db_chorus=4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 4 5 1 6m 5 6m 4 5 1 6m 5 1 | opensong_chorus=4 5 1 7 6m 5 1 7m 7 4 5 1 7 6m 5 6m 7m 7 6m 5 1 4 6m 5 1 4 7m 6m 5 1 4 6m 5 1 4 7m 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 3m 4 5 1 7m 7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\no longer slaves i5928
no one like you i42326,No One Like You,"David Crowder, Jack Parker, Jason Solley, Jeremy Bush, Mike Dodson, Mike Hogan",,David Crowder Band,No one like you,OpenSong comparison found a low similarity in chorus (similarity 0.36) for this likely matching song.,0.36,db_chorus=6 6 6 1 5 6m 4 6 6 6 1 6m 1 5 6m 4 5 4 5 4 1 5 | opensong_chorus=1 5 6m 4 1 5 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\no one like you i42326
no other name i46363,No Other Name,Hillsong Worship,,Hillsong Worship,No Other Name,OpenSong full progression differs strongly from current canonical progression (similarity 0.33).,0.33,db_reference=1 6m 1 4 6m 4 1 6m 1 4 6m 4 1 6m 1 4 6m 4 1 6m 1 4 6m 4 1 | opensong_full=1 1 2m 1 6m 6m 5 1 5 1 2m 1 5 6m 2 5 1 5 1 2m 1 5 6m 4 4 5 4 6m 1 4 4 5 4 6m 4 b3 b3 1 6m 4 6m 4 1 6m b3 4 6m 4 5 1 5 1 2m 1 5 6m 5 1 5 1 2m 1 5 6m 4 6m 1 4 6m 4 1 6m b3 4 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\no other name i46363
not to us i42327,Not to Us,"Chris Tomlin, Jesse Reeves",4E28Igt5TlFLQN25rf8wBF,Chris Tomlin,Not To Us,OpenSong comparison found a low similarity in chorus (similarity 0.30) for this likely matching song.,0.30,db_chorus=4/1 1 5 4/1 1 | opensong_chorus=5 4 1 4 1 5 4 1 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\not to us i42327
nothing but the blood i42330,Nothing but the Blood,Robert Lowry,,"Matt Redman, Matt Redman, Robert Lowry",Nothing but the Blood,OpenSong comparison found a low similarity in verse (similarity 0.41) for this likely matching song.,0.41,db_verse=1 6m b7 1 6m 5 4 1 1 6m 1 6m b7 5 4 1 6m 5 | opensong_verse=1 6m 4 1 1 6m 4 1 1 6m 4 1 1 6m 4 1 1 6m 4 1 1 6m 4 1 1 6m 4 1 1 6m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\nothing but the blood i42330
now that youre near i1828,Now that you're Near,Hillsong,,Hillsong,Now That You're Near,OpenSong comparison found a low similarity in pre_chorus (similarity 0.09) for this likely matching song.,0.09,db_pre_chorus=6m 4 1 5 6m 4 1 5 | opensong_pre_chorus=b3 b7 4 5m b3 b7 4 5m b3 b7 4 b7 1m 2m 1m 5m b3 b7 4 5m b3 b7 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\now that youre near i1828
o come to the altar i46781,O Come to the Altar,Elevation Worship,,Elevation Worship,O Come to the Altar,OpenSong comparison found a low similarity in bridge (similarity 0.46) for this likely matching song.,0.46,db_bridge=6m 1 6m 4 1 6m 1 6m 4 1 | opensong_bridge=4 1 4 1 b7 4 1 4 1 4 1 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\o come to the altar i46781
o praise him all this for a king i42341,O Praise Him (All This for a King),David Crowder Band,,David Crowder Band,O Praise Him All This For A King,OpenSong comparison found a low similarity in bridge (similarity 0.22) for this likely matching song.,0.22,db_bridge=5 4 5 4 5 4 5 4 4 | opensong_bridge=1 5 6m 4 2m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\o praise him all this for a king i42341
o worship the king i42343,O Worship the King,"Chris Tomlin, Johann Michael Haydn, Robert Grant",,Chris Tomlin,O Worship The King,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 6m 2m 1 4 6m 2m 1 4 4 6m 2m 1 4 6m 2m 1 4 | opensong_chorus=4 5 1 4 5 1 4 5 1 4 1 4 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\o worship the king i42343
oh lord youre beautiful i12797,"Oh Lord, You're Beautiful",Keith Green,,Keith Green,Oh Lord Youre Beautiful,OpenSong full progression differs strongly from current canonical progression (similarity 0.31).,0.31,db_reference=1 4 1 2m 5 1 4 5 4 1 2m 5 3 6m 5 4 5 1 1 | opensong_full=1 4 1 b6 5 1 4 1 b6 5 6m 3 6m 5 1 2m b6 5 b2 1 1 4 1 b6 5 1 4 1 b6 5 6m 3 6m 5 1 2m b6 5 b2 1 4 1 2m 1 5 5 1 4 2 b6 5 4 1 2m 5 3 5 6m 5 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\oh lord youre beautiful i12797
one desire i95315,One Desire,Hillsong Worship,,Hillsong Live,One Desire,OpenSong comparison found a low similarity in chorus (similarity 0.17) for this likely matching song.,0.17,db_chorus=5 6 1 5 6m 1 5 6m 1 b7 2m 6m 1 1 5 6 1 5 6m 1 5 6m 1 b7 2m 6m 1 5 6m 1 b7 2m 6m 1 1 1 5 6m 1 b7 2m 6m | opensong_chorus=1 5 6m 4 1 4 b7 2m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\one desire i95315
one thing i1861,One Thing,Hillsong,,Hillsong Worship,One Thing,OpenSong comparison found a low similarity in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=5 1 5 6m 3 4 1 5 6m 3 4 4 5 6m 3m 4 5 6m 3m 5 1 5 6m 3 4 1 5 6m 4 3 1 5 6m 3 4 1 5 6m 4 3 1 5 6m 3 4 1 5 6m 3 4 1 1 5 6m 3 4 1 5 6m 4 3 1 5 6m 3 4 1 5 6m 4 3 | opensong_chorus=1 5 6m 4 1 5 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\one thing i1861
only king forever i47560,Only King Forever,Elevation Worship,,Elevation Worship,Only King Forever,OpenSong full progression differs strongly from current canonical progression (similarity 0.12).,0.12,db_reference=1 1 4 1 4 1 | opensong_full=1 6 1 6m 4 1 b7 1 1 6m 4 1 6m 4 1 1 6m 4 1 1 1 6m 4 1 6m 4 1 1 4 1 4 1 6m 4 1 4 2m 1 5 2m 1 5 2m 1 5 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\only king forever i47560
only wanna sing i47024,Only Wanna Sing,Hillsong Young & Free,,Hillsong Young & Free,Only Wanna Sing,OpenSong full progression differs strongly from current canonical progression (similarity 0.06).,0.06,db_reference=4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 | opensong_full=1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 4 4 4 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\only wanna sing i47024
only you i42358,Only You,David Crowder Band,0zYTds5CbldCnUvWVfFwx5,David Crowder Band,Only You,OpenSong comparison found a low similarity in verse (similarity 0.50) for this likely matching song.,0.50,db_verse=1 5 6m 4 1 5 6m 4 1 | opensong_verse=1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\only you i42358
open heaven river wild i46316,Open Heaven (River Wild),Hillsong Worship,,Hillsong Worship,Open Heaven (River Wild),OpenSong comparison found a low similarity in bridge (similarity 0.39) for this likely matching song.,0.39,db_bridge=1 2 5 1 1 2 5 1 1 2 5 1 2 5 1 1 2 5 1 1 2 5 1 | opensong_bridge=1 2 3 5 1 1 2 5 1 1 2 3 5 1 1 2 5 1 1 2 3 5 1 1 2 5 1 5 1 2 3m 4 5 1 2 3m 4 5 1 2 3m 4 5 1 2 3m 4 5 1 2 3m 4 5 1 2 3m 5 1 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\open heaven river wild i46316
open skies i42361,Open Skies,David Crowder,,David Crowder Band,Open Skies,OpenSong comparison found a low similarity in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=6 4 1 1 1 5 1 5 4 6 b7 6 6 1 6m 5 4 4 6m 5 1 5 6 4 5 5 1 1 5 6 6 6 6 4 1 1 5 6 4 5 5 1 1 5 6 6 6 4 6 6 1 1 5 4 | opensong_chorus=1 5 4 1 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\open skies i42361
our father i47535,Our Father,Bethel Music,4jx6YFhGbw3Bkjn7o2KgzW,Bethel Music,Our Father,OpenSong comparison found a low similarity in verse (similarity 0.38) for this likely matching song.,0.38,db_verse=1 5 1 5 1 5 1 5 1 5 4 5 1 | opensong_verse=1 4 5 1 4 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\our father i47535
our god i1814,Our God,"Chris Tomlin, Matt Redman, Jonas Myrin, Jesse Reeves",,Chris Tomlin,Our God,OpenSong comparison found a low similarity in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 | opensong_chorus=6m 4 1 5 6m 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\our god i1814
our love is loud i42364,Our Love Is Loud,David Crowder Band,,David Crowder,Our Love Is Loud,OpenSong comparison found a low similarity in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=1 5 6m 4 | opensong_chorus=1 5 6 4 1 5 6 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\our love is loud i42364
overflow i42366,Overflow,"Chris Tomlin, Daniel Carson, Jesse Reeves",,Chris Tomlin,Overflow,OpenSong comparison found a low similarity in bridge (similarity 0.23) for this likely matching song.,0.23,db_bridge=1 5 6m 4 1 5 6m 4 | opensong_bridge=b6 6m 4 1 2 b6 6m 2 4 1 1 6m 4 b3 b3 1 b6 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\overflow i42366
peace i48061,Peace,Hillsong Young & Free,,Hillsong Young & Free,Peace,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=4 1 6m 5 4 1 6m 5 4 1 6m 5 4 5 6m 4 5 1 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 5 6m 4 5 6m 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 5 6m 4 5 1 | opensong_chorus=b6 b3 b7 b7 b6 b3 b7 b6 b3 b7 b6 b7 b7 b6 b7 b3 b7 b6 b3 b7 b7 b6 b3 b7 b6 b3 b7 b6 b7 b7 b6 b7 b7 b6 b3 b7 b6 b3 b7 b6 b3 b7 b6 b7 b6 b7 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\peace i48061
pieces i48791,Pieces,Amanda Cook,,Amanda Cook,Pieces,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=b6 b2 b6 b2 4m b2 b6 b2 b7m 4m b6 b3 b7m 4m b6 b3 b7m 4m b6 b3 b7m 4m b6 b3 | opensong_chorus=1 4 1 5 6m 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\pieces i48791
pierced i42370,Pierced,Audio Adrenaline,,Audio Adrenaline,Pierced,OpenSong comparison found a low similarity in chorus (similarity 0.40) for this likely matching song.,0.40,db_chorus=1 5 2m 4 5 1 5 2m 4 5 1 5 2m 4 5 1 5 2m 4 5 | opensong_chorus=1 2m 4 5 1m 1 2m 4 4 1m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\pierced i42370
power i48796,Power,Elevation Worship,,Elevation Worship,Power,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 | opensong_chorus=1m b6 b3 b7 1m b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\power i48796
power in the cross i46636,Power in the Cross,Jesus Culture,,Jesus Culture,Power In The Cross,OpenSong comparison found a low similarity in bridge (similarity 0.18) for this likely matching song.,0.18,db_bridge=4 2m 1 5 4 2m 1 5 b7 1 2 | opensong_bridge=2m 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\power in the cross i46636
praise goes on i46796,Praise Goes On,Elevation Worship,,Elevation Worship,Praise Goes On,OpenSong full progression differs strongly from current canonical progression (similarity 0.27).,0.27,db_reference=5 6m 3m 1 5 6m 3m 1 5 1 5 2 | opensong_full=1 5 2 3m 1 5 2 3m 3 1 5 2 3m 3 3 1 5 2 3m 1 5 2 3 3 5 6m 3m 1 5 6m 3m 1 5 1 5 2 5 1 5 2 5 1 5 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\praise goes on i46796
