"track_name","picked_artist","method"
"Michael Farren - Fighting for Us (Acoustic)","Michael Farren","fallback_left_shorter_or_equal"
"Jesus Culture ? Chris Quilala - Living With A Fire (Live)","Living With A Fire (Live)","fallback_right_shorter"
"UPPERROOM ? Cody Lee - You And You Alone (Live)","UPPERROOM ? Cody Lee","fallback_left_shorter_or_equal"
"LIFE Worship ? Eby Corydon - Fearless Abandon (Live)","Fearless Abandon (Live)","fallback_right_shorter"
"Worship Central - Majesty (O the Mystery) (Live)","Worship Central","fallback_left_shorter_or_equal"
"Worship Central - Stir a Passion (Live)","Worship Central","fallback_left_shorter_or_equal"
"Influence Music ? Whitney Medina - Touching Heaven (Live)","Touching Heaven (Live)","fallback_right_shorter"
"Influence Music ? Matt Gilman - Why Not Now? (Live)","Why Not Now? (Live)","fallback_right_shorter"
"Influence Music ? Matt Gilman - Breathe (Live)","Breathe (Live)","fallback_right_shorter"
"Influence Music ? Melody Noel ? William Matthews - I AM","I AM","fallback_right_shorter"
"Influence Music ? Melody Noel - Proud","Proud","fallback_right_shorter"
"Influence Music ? Michael Ketterer - Spirit Lead Me (Live)","Spirit Lead Me (Live)","fallback_right_shorter"
"Influence Music ? Whitney Medina - Rejoice (Live)","Rejoice (Live)","fallback_right_shorter"
"Michael Shannon - Ready","Ready","fallback_right_shorter"
"Antioch Music - God of the Breakthrough","Antioch Music","fallback_left_shorter_or_equal"
"Freedom Church - Because Of The Cross (Live)","Freedom Church","fallback_left_shorter_or_equal"
"New Wine Worship - You Restore My Soul (Live)","New Wine Worship","fallback_left_shorter_or_equal"
"Lovechurch Worship - I Am Yours","I Am Yours","fallback_right_shorter"
"Vineyard Worship ? Andy Hatherly - Coming Alive","Coming Alive","fallback_right_shorter"
"SOUTHVILLE - All the Praise","SOUTHVILLE","fallback_left_shorter_or_equal"
"William Matthews ? Lisa Gungor - We'll All Be Free","We'll All Be Free","fallback_right_shorter"
"Laity - Take Me Back","Laity","fallback_left_shorter_or_equal"
"Mack Brock - Into Dust","Mack Brock","left_matches_ref"
"FREE CHAPEL MUSIC - Here I Am","Here I Am","fallback_right_shorter"
"Stephen Witt - Endless Ages","Stephen Witt","fallback_left_shorter_or_equal"
"David Ashley Trent - Living Water","Living Water","fallback_right_shorter"
"The Eagle and Child - Heart Runs (Live)","Heart Runs (Live)","fallback_right_shorter"
"Summit Collective - A Thousand Voices","Summit Collective","fallback_left_shorter_or_equal"
"Gateway Worship - Stand In Your Love (Live)","Gateway Worship","fallback_left_shorter_or_equal"
"Shane & Shane - Life Defined","Life Defined","fallback_right_shorter"
"Ryan Ellis - You Saved Me (Live)","Ryan Ellis","fallback_left_shorter_or_equal"
"Emu Youth & Emu Music - Father","Father","fallback_right_shorter"
"Asbury Worship Collective - Raised Up","Raised Up","fallback_right_shorter"
"7 Hills Worship - Forever My Father (Live)","7 Hills Worship","fallback_left_shorter_or_equal"
"Ben & Noelle Kilgore ? David Leonard - Grace Grace","Grace Grace","fallback_right_shorter"
"C3 SYD - What Other King","C3 SYD","fallback_left_shorter_or_equal"
"Nathan Taylor - Found My Hope","Nathan Taylor","fallback_left_shorter_or_equal"
"Homegrown Worship - Free Indeed","Free Indeed","fallback_right_shorter"
"Passion ? Travis Greene - God, You?re So Good (Live)","Passion ? Travis Greene","fallback_left_shorter_or_equal"
"Lindy Conant ? The Circuit Riders - Every Nation (Every Soul) (Live)","Every Nation (Every Soul) (Live)","fallback_right_shorter"
"Jonny & the Jazzuits - No Longer Slaves","No Longer Slaves","fallback_right_shorter"
"River Valley Worship ? Wesley Schrock ? Evan John ? Michael Fatkin ? Clinton Allen ? Ryan Williams - All This Time","All This Time","fallback_right_shorter"
"Lifepoint Worship - Mountain / Valley (Live)","Lifepoint Worship","fallback_left_shorter_or_equal"
"Canyon Hills Worship - It Is Well (My Soul Sings)","Canyon Hills Worship","fallback_left_shorter_or_equal"
"TFH Worship - I Will Exalt You","TFH Worship","fallback_left_shorter_or_equal"
"Bethany Music - Speak","Speak","fallback_right_shorter"
"The Silver Pages ? Latifah Alattas - What I Cannot See","What I Cannot See","fallback_right_shorter"
"Jacob Cantrell & Capital City Music - Joy in Your Waters (Live)","Joy in Your Waters (Live)","fallback_right_shorter"
"Awaken Generation - Servant King","Servant King","fallback_right_shorter"
"Harborside Music - Won't Wait Till Heaven","Harborside Music","fallback_left_shorter_or_equal"
"Monterey Music - Surrounded (Fight My Battles) + I Am Free","Monterey Music","fallback_left_shorter_or_equal"
"My City Worship - Faithful to Come","My City Worship","fallback_left_shorter_or_equal"
"G12 Worship - Abba Father Single","G12 Worship","fallback_left_shorter_or_equal"
"Luke + Anna Hellebronth - Revive Us (Heavy Rain)","Revive Us (Heavy Rain)","fallback_right_shorter"
"The Church Will Sing - Even Louder (Spontaneous) (Live)","The Church Will Sing","fallback_left_shorter_or_equal"
"Brandon Lake ? Brandon Lake ? David Hislop ? Matt Rash ? Brendon McCoy ? Lance Gatch ? Cole Collins ? Jordan Summers ? London Gatch ? Caroline Collins ? Nate Davis ? Destiny Zavala ? David Hislop ? Matthew Garber - For The Record Mastering ? Luke Gaikwad - Pour Me Out (Live)","For The Record Mastering ? Luke Gaikwad - Pour Me Out (Live)","fallback_right_shorter"
"Mosaic MSC - Maker of the Heavens","Mosaic MSC","left_matches_ref"
"The Belonging Co ? Andrew Holt ? Meredith Andrews - Fall (Live)","Fall (Live)","fallback_right_shorter"
"Hillsong UNITED - Not Today (Live)","Hillsong UNITED","left_matches_ref"
"Daniel Bashta - God Is So Good (You Are Worthy)","Daniel Bashta","left_matches_ref"
"Lion's Den ? Bobby Forrester ? Blake Wiggins - Everything to Me (Live)","Everything to Me (Live)","fallback_right_shorter"
"Bright City - Maker of the Moon","Bright City","left_matches_ref"
"Rick Pino - Lift Up Your Hands (Live)","Rick Pino","fallback_left_shorter_or_equal"
"Friends Worship - Gravity","Gravity","fallback_right_shorter"
"Elevation Worship ? Tauren Wells - Echo","Echo","fallback_right_shorter"
"Eleven32 Music - Climb Higher","Climb Higher","fallback_right_shorter"
"Stephen Miller - Awaken the Wonder","Stephen Miller","fallback_left_shorter_or_equal"
"New Collective - Majestic","Majestic","fallback_right_shorter"
"Justin Owens - The Cross Has the Final Word","Justin Owens","fallback_left_shorter_or_equal"
"BJ Putnam - Always Will Be (Live)","BJ Putnam","fallback_left_shorter_or_equal"
"Copper Pointe Worship - Lift You Higher","Lift You Higher","fallback_right_shorter"
"Generation Unleashed - How We Need You Father (Live)","Generation Unleashed","left_matches_ref"
"People & Songs - Give Us Your Heart (Live) (feat. Melanie Tierce & the Emerging Sound)","People & Songs","fallback_left_shorter_or_equal"
"Meredith Andrews - A Million Saints (Live)","Meredith Andrews","left_matches_ref"
"Loud Harp - [73] the Nearness of You","Loud Harp","fallback_left_shorter_or_equal"
"Nashville Life Music ? Dwan Hill - Heaven on Earth (feat. Dwan Hill)","Nashville Life Music ? Dwan Hill","fallback_left_shorter_or_equal"
"Jeremy Lowe - Holy Spirit You're Near","Jeremy Lowe","fallback_left_shorter_or_equal"
"Rivers & Robots ? David Brymer - Burn for You","Burn for You","fallback_right_shorter"
"Children Of Inheritance - Sit at Your Feet","Sit at Your Feet","fallback_right_shorter"
"Circuit Rider Music ? Joshua Brennt ? Eileen Walker - All for You","All for You","fallback_right_shorter"
"Curt Vernon ? Julie Futch - Good Good Father (Live)","Good Good Father (Live)","fallback_right_shorter"
"The Eagle and Child - Let's Run","Let's Run","fallback_right_shorter"
"Page CXVI - House Of God, Forever","Page CXVI","fallback_left_shorter_or_equal"
"SEU Worship - Secret Place","SEU Worship","fallback_left_shorter_or_equal"
"Justin Tweito - Lamb of God","Lamb of God","fallback_right_shorter"
"Lindy & The Circuit Riders - Driven by Love","Driven by Love","fallback_right_shorter"
"Vineyard Worship ? Joshua Miller - You're Carrying Me","You're Carrying Me","fallback_right_shorter"
"Hillsong UNITED ? Joel Houston ? Matt Crocker - Good Grace (Live)","Good Grace (Live)","fallback_right_shorter"
"Hillsong UNITED ? TAYA ? Aodh?n King - Whole Heart (Hold Me Now) (Live)","Whole Heart (Hold Me Now) (Live)","fallback_right_shorter"
"Soul City Worship ? Patrick Mayberry - Ready","Ready","fallback_right_shorter"
"Jesus Culture ? Kim Walker-Smith - Freedom (Radio Version)","Freedom (Radio Version)","fallback_right_shorter"
"Stew Mcilrath - Boundless Love (Live)","Stew Mcilrath","fallback_left_shorter_or_equal"
"Allan - Every Chain","Allan","fallback_left_shorter_or_equal"
"Homegrown Worship - Pure","Pure","fallback_right_shorter"
"Hillsong UNITED ? Chris Davenport ? Joel Houston - Another In The Fire (Live)","Another In The Fire (Live)","fallback_right_shorter"
"Hillsong UNITED ? Joel Houston ? Matt Crocker - Good Grace (Live)","Good Grace (Live)","fallback_right_shorter"
"Mathis and Nicole Turley - All Things New","All Things New","right_matches_ref"
"Canyon Hills Worship - Forever Sing Your Praise (Live)","Canyon Hills Worship","fallback_left_shorter_or_equal"
"Free Worship ? Alexandria De Jesus ? Anthony Gomez ? Ethan Greeghory Hulse ? Johan Sven Anders Asgarde ? Matthew Ross Armstrong - Already Done","Already Done","fallback_right_shorter"
"Elevation Worship ? Steffany Gretzinger - Hallelujah Here Below (Paradoxology)","Hallelujah Here Below (Paradoxology)","fallback_right_shorter"
"Calvary Creative - Breathe on Us","Breathe on Us","fallback_right_shorter"
"Summit Worship - Greater","Greater","fallback_right_shorter"
"Jonny & the Jazzuits - This Is Amazing Grace","Jonny & the Jazzuits","fallback_left_shorter_or_equal"
"Jonny & the Jazzuits - What a Friend We Have in Jesus","Jonny & the Jazzuits","fallback_left_shorter_or_equal"
"The Least of These ? WangJin Yoon - Throne Room (feat. WangJin Yoon) (Original Recording)","The Least of These ? WangJin Yoon","fallback_left_shorter_or_equal"
"Isla Vista Worship - I Don't Live for Myself","Isla Vista Worship","left_matches_ref"
"Mack Brock - I Am Loved","Mack Brock","left_matches_ref"
"Vineyard Worship ? Anabeth Morgan - You Meet Me Here","You Meet Me Here","fallback_right_shorter"
"Kaylee + Erica - Heaven Is All Around (Live)","Kaylee + Erica","fallback_left_shorter_or_equal"
"Upper Room Music - You Satisfy (feat. Elyssa Smith)","Upper Room Music","fallback_left_shorter_or_equal"
"Maranatha Worship - Mercy Seat","Mercy Seat","fallback_right_shorter"
"Lauren Daigle - You Have My Surrender (Live)","Lauren Daigle","left_matches_ref"
"Norton Hall Band - He Will Hold Me Fast","Norton Hall Band","left_matches_ref"
"Canyon Hills Worship - Freedom (Live)","Freedom (Live)","fallback_right_shorter"
"The Well MSC - Claim It","Claim It","fallback_right_shorter"
"Jonathan McReynolds - Make Room","Jonathan McReynolds","left_matches_ref"
"Lifepoint Worship - You Alone (Live)","You Alone (Live)","fallback_right_shorter"
"Kingdom Culture Worship ? Bradley Riddle ? Abigail Heineback - Abide (Live)","Abide (Live)","fallback_right_shorter"
"Jeremy Riddle - All Hail King Jesus","Jeremy Riddle","left_matches_ref"
"Hillsong Worship ? Joel Houston - Behold (Then Sings My Soul)","Behold (Then Sings My Soul)","fallback_right_shorter"
"Housefires - Build My Life","Housefires","left_matches_ref"
"Ascend The Hill - Come Like You Promised","Ascend The Hill","left_matches_ref"
"Elevation Worship - Do It Again","Elevation Worship","left_matches_ref"
"Elevation Worship ? Tauren Wells - Echo","Echo","fallback_right_shorter"
"Brian and Jenn Johnson - For The One","For The One","fallback_right_shorter"
"Goodness Of God (LIVE) - Jenn Johnson | VICTORY","Goodness Of God (LIVE)","fallback_left_shorter_or_equal"
"Bethel Music ? Jenn Johnson - Heaven Come","Heaven Come","fallback_right_shorter"
"Bethel Music & Paul McClure - Jesus, We Love You","Jesus, We Love You","fallback_right_shorter"
"Bethel Music ? Bethany Wohrle - Living Hope","Living Hope","fallback_right_shorter"
"Brian and Jenn Johnson - Mention Of Your Name","Mention Of Your Name","fallback_right_shorter"
"Passion ? Kristian Stanfill - More Like Jesus (Live)","More Like Jesus (Live)","fallback_right_shorter"
"Cody Carnes - Nothing Else","Cody Carnes","left_matches_ref"
"Brian Johnson ? Jenn Johnson - O Taste and See","O Taste and See","fallback_right_shorter"
"Hillsong Young & Free ? Aodh?n King - Only Wanna Sing (Live)","Only Wanna Sing (Live)","fallback_right_shorter"
"Hillsong Worship ? Hannah Hobbs ? Matt Crocker - Open Heaven (River Wild)","Open Heaven (River Wild)","fallback_right_shorter"
"Bethel Music & Jenn Johnson - Our Father","Our Father","fallback_right_shorter"
"Elevation Worship - Overcome","Elevation Worship","left_matches_ref"
"Bethel Music & Brian Johnson - Praise Is the Highway","Praise Is the Highway","fallback_right_shorter"
"Hillsong Worship ? Hillsong Young & Free - Pursue / All I Need Is You","Pursue / All I Need Is You","fallback_right_shorter"
"Bethel Music I Steffany Gretzinger - Reckless Love (Spontaneous)","Reckless Love (Spontaneous)","fallback_right_shorter"
"BridgeCity - Savior's Love (Live)","BridgeCity","fallback_left_shorter_or_equal"
"Bethel Music & Josh Baldwin - Stand in Your Love","Stand in Your Love","fallback_right_shorter"
"Hillsong Worship ? Aodh?n King - Touch Of Heaven (Live)","Touch Of Heaven (Live)","fallback_right_shorter"
"Victory Is Yours (LIVE) - Bethel Music | VICTORY","Bethel Music | VICTORY","fallback_right_shorter"
"Bethel Music I Leeland Mooring - Where You Are (Spontanoues)","Where You Are (Spontanoues)","fallback_right_shorter"
"Hillsong Worship ? Brooke Ligertwood - Who You Say I Am","Who You Say I Am","fallback_right_shorter"
"Elevation Worship - Won't Stop Now","Elevation Worship","left_matches_ref"
"Sean Feucht - Worthy of It All (Live)","Sean Feucht","fallback_left_shorter_or_equal"
"Bethel Music ? Brian Johnson - You Are Good","You Are Good","fallback_right_shorter"
"Hillsong Worship ? Matt Crocker - You Are Life (Live)","You Are Life (Live)","fallback_right_shorter"
"The Belonging Co ? Henry Seeley - Zeal (Live)","Zeal (Live)","fallback_right_shorter"
"Josh Baldwin - Let the Redeemed","Josh Baldwin","left_matches_ref"
"David Leonard - Know Your Heart","David Leonard","fallback_left_shorter_or_equal"
"Canyon Hills Worship - Holy Trinity (Live)","Holy Trinity (Live)","fallback_right_shorter"
"Pat Barrett ? Ben Smith - Canvas And Clay (Live)","Canvas And Clay (Live)","fallback_right_shorter"
"Brandon Lake ? Tasha Cobbs Leonard - THIS IS A MOVE (LIVE FROM GREENSBORO)","Brandon Lake ? Tasha Cobbs Leonard","fallback_left_shorter_or_equal"
"Elevation Worship - See A Victory","Elevation Worship","left_matches_ref"
"Highlands Worship - Jesus You Alone","Highlands Worship","left_matches_ref"
"One Hope Project - Better in His Presence","One Hope Project","fallback_left_shorter_or_equal"
"Rock City Worship - How Deep","How Deep","fallback_right_shorter"
"Common Hymnal ? Jenny Wahlstr?m ? Mark Alan Schoolmeesters - Come And Tear Down The Walls (Live)","Come And Tear Down The Walls (Live)","fallback_right_shorter"
"Grace Life Worship - Purpose","Purpose","fallback_right_shorter"
"Cross Worship ? D'Marcus Howard ? Darius Byers ? Troy Culbreth - Victorious","Victorious","fallback_right_shorter"
"Eleven32 Music - Enough","Enough","fallback_right_shorter"
"The Beloved Music - I'll Be Still (Live)","The Beloved Music","fallback_left_shorter_or_equal"
"Leeland - First Love Fire (Live)","Leeland","left_matches_ref"
"Rend Collective - DAY OF VICTORY","DAY OF VICTORY","fallback_right_shorter"
"Vertical Worship - Faithful Now","Faithful Now","fallback_right_shorter"
"Hillsong Worship ? Tasha Cobbs Leonard ? Brooke Ligertwood - Awake My Soul","Awake My Soul","fallback_right_shorter"
"The Worship Initiative ? Shane & Shane ? Bethany Barnard ? Adam Westlake ? Ross Fishburn - There's a River","There's a River","fallback_right_shorter"
"Christ Community Church - Storm Strong","Storm Strong","fallback_right_shorter"
"The Crossing Collective - See a Victory / Surrounded (Fight My Battles)","The Crossing Collective","fallback_left_shorter_or_equal"
"The Elm ? Brittany Price Brooker ? Tim Brummel - Your Promises","Your Promises","fallback_right_shorter"
"Wind & Embers - Made Me Glad","Made Me Glad","fallback_right_shorter"
"The Village Church ? Grant McCurdy ? Michael Bleecker ? Jeff Capps - I Need Thee","I Need Thee","fallback_right_shorter"
"CAIN ? Essential Worship - Never Lost","Never Lost","fallback_right_shorter"
"Maverick City Music ? UPPERROOM ? Dante Bowe ? Elyssa Smith ? Oscar Gamboa ? Joel Figeora - Move Your Heart (feat. Dante Bowe & Elyssa Smith)","Move Your Heart (feat. Dante Bowe & Elyssa Smith)","fallback_right_shorter"
"UPPERROOM ? Elyssa Figueroa - Rest On Us (Live)","Rest On Us (Live)","fallback_right_shorter"
"Jon Webster - Heavenly Places","Jon Webster","fallback_left_shorter_or_equal"
"CAIN - Yes He Can","CAIN","fallback_left_shorter_or_equal"
"Hillsong Worship ? Benjamin William Hastings - That's The Power (Live)","That's The Power (Live)","fallback_right_shorter"
"Elevation Worship ? Chris Brown ? Brandon Lake ? Tiffany Hudson - Might Get Loud","Might Get Loud","fallback_right_shorter"
"Elevation Worship ? Maverick City Music ? Chandler Moore ? Naomi Raine - Jireh","Jireh","right_matches_ref"
"Maverick City Music ? Katie Torwalt ? Mav City Gospel Choir ? Dante Bowe ? Naomi Raine ? Kalley Heligenthal - Joy of the Lord (feat. Dante Bowe, Naomi Raine. Katie Torwalt & Mav City Gospel Choir)","Joy of the Lord (feat. Dante Bowe, Naomi Raine. Katie Torwalt & Mav City Gospel Choir)","fallback_right_shorter"
"Maverick City Music ? UPPERROOM ? Housefires ? Dante Bowe ? Maryanne J. George ? Aaron Moses ? Jesse Cline ? Maryanne J George ? Chuck Butler ? Enrique Holmes - I Thank God (feat. Dante Bowe, Maryanne Joshua George & Aaron Moses)","I Thank God (feat. Dante Bowe, Maryanne Joshua George & Aaron Moses)","fallback_right_shorter"
"The Belonging Co ? Cody Carnes - Christ Be Magnified (Live)","Christ Be Magnified (Live)","fallback_right_shorter"
"The Belonging Co ? Daniella Mason - Heaven Invade (Live)","Heaven Invade (Live)","fallback_right_shorter"
"Chris Renzema - Springtime","Springtime","fallback_right_shorter"
"Elle Limebear - What Love Looks Like","Elle Limebear","fallback_left_shorter_or_equal"
"Here Be Lions - Let It Out (Live)","Here Be Lions","left_matches_ref"
"Antioch Music & Lindy Cofer - Jesus Is the Lord","Jesus Is the Lord","fallback_right_shorter"
"Stockholm Worship - Radical Love (The Joy Song) (Live)","Stockholm Worship","fallback_left_shorter_or_equal"
"7 Hills Worship - Closing Distance (Acoustic)","7 Hills Worship","fallback_left_shorter_or_equal"
"Elevation Worship ? Jonsal Barrientes - Easy","Easy","fallback_right_shorter"
"People & Songs ? Melanie Tierce ? Ryan Kennedy - Simple","Simple","fallback_right_shorter"
"ELEVATION RHYTHM - IYKYK","IYKYK","fallback_right_shorter"
"Seph Schlueter - Turn It To Praise","Seph Schlueter","fallback_left_shorter_or_equal"
